File,Max Current Density (mA/cm²),Min Current Density (mA/cm²)
CV-100.txt,10.622448979591837,-9.954081632653061
CV-20.txt,2.3698979591836733,-2.2
CV-40.txt,4.4770408163265305,-4.156632653061224
CV-60.txt,6.5561224489795915,-6.137755102040816
CV-80.txt,8.556122448979592,-8.076530612244898
