File,Max Current Density (mA/cm²),Min Current Density (mA/cm²)
CV-100.txt,8.698979591836734,-8.14795918367347
CV-20.txt,1.894387755102041,-1.8913265306122449
CV-40.txt,3.6515306122448976,-3.482142857142857
CV-60.txt,5.392857142857142,-5.098469387755102
CV-80.txt,7.096938775510204,-6.642857142857143
