File,Max Current Density (mA/cm²),Min Current Density (mA/cm²)
CV-100.txt,8.071428571428571,-7.489795918367347
CV-20.txt,1.8556122448979593,-1.8265306122448979
CV-40.txt,3.5158163265306124,-3.2862244897959183
CV-60.txt,5.107142857142857,-4.743367346938776
CV-80.txt,6.571428571428571,-6.16326530612245
